iteration,train_error,test_error
0, 0.557889434232, 0.563748571935
1, 0.477413863005, 0.482783894953
2, 0.408726288337, 0.413645131467
3, 0.350087202654, 0.354589597222
4, 0.300022700065, 0.304140579809
5, 0.257280470906, 0.261043268885
6, 0.220794064421, 0.224228961397
7, 0.189653848221, 0.192785967295
8, 0.163082932202, 0.16593550531
9, 0.140417238826, 0.143011773353
10, 0.121088743421, 0.123445131553
11, 0.104611459933, 0.106748109825
12, 0.0905695034808, 0.0925034458583
13, 0.0786069959912, 0.0803539789874
14, 0.0684194473238, 0.0699940274233
15, 0.0597463821867, 0.0611620227266
16, 0.0523650721792, 0.0536342030132
17, 0.0460851148025, 0.047219214693
18, 0.0407438083102, 0.0417534814039
19, 0.0362021822945, 0.0370972121998
20, 0.0323415952406, 0.0331310141404
21, 0.0290607897386, 0.0297529234668
22, 0.0262733993935, 0.0268759343144
23, 0.0239057787065, 0.0244257941377
24, 0.0218951645798, 0.0223391905587
25, 0.0201880852275, 0.0205621394898
26, 0.0187390036224, 0.0190486359192
27, 0.0175091540537, 0.0177594718212
28, 0.0164655497157, 0.016661263611
29, 0.0155801311272, 0.0157255738135
30, 0.0148290297494, 0.0149281998981
31, 0.0141919641811, 0.0142485378849
32, 0.0136516839907, 0.0136690509747
33, 0.0131935452281, 0.0131748261544
34, 0.0128051014833, 0.0127531679913
35, 0.0124757826519, 0.0123932784488
36, 0.0121966152051, 0.012085977444
37, 0.0119599821036, 0.0118234501848
38, 0.0117594193508, 0.01159905797
39, 0.0115894404839, 0.0114071510876
40, 0.0114453902362, 0.011242916527
41, 0.011323320012, 0.0111022755098
42, 0.0112198817633, 0.0109817454741
43, 0.0111322342741, 0.0108783701685
44, 0.0110579709146, 0.0107896348348
45, 0.0109950484577, 0.0107133944802
46, 0.0109417354021, 0.0106478283703
47, 0.0108965656212, 0.0105913817676
48, 0.010858295711, 0.0105427353406
49, 0.0108258706977, 0.0105007628037
50, 0.0107983969783, 0.0104645053214
51, 0.01077511879, 0.0104331437262
52, 0.0107553944132, 0.0104059821004
53, 0.0107386802183, 0.0103824214653
54, 0.0107245146327, 0.0103619626766
55, 0.0107125096448, 0.0103441633854
56, 0.0107023323888, 0.0103286571915
57, 0.0106937054922, 0.0103151275945
58, 0.0106863899751, 0.0103032986983
59, 0.0106801855913, 0.0102929435885
60, 0.0106749228293, 0.0102838627645
61, 0.0106704559208, 0.0102758825769
62, 0.0106666637923, 0.0102688585129
63, 0.0106634436568, 0.0102626645483
64, 0.0106607083201, 0.0102571924838
65, 0.0106583811708, 0.0102523506483
66, 0.0106564018273, 0.0102480567403
67, 0.0106547161296, 0.0102442427494
68, 0.0106532789924, 0.0102408451386
69, 0.0106520524705, 0.0102378187115
70, 0.0106510047791, 0.010235113769
71, 0.0106501084141, 0.0102326942715
72, 0.010649339225, 0.0102305226206
73, 0.010648679272, 0.0102285731211
74, 0.0106481105905, 0.0102268197675
75, 0.0106476187695, 0.0102252380868
76, 0.0106471931754, 0.0102238109381
77, 0.0106468236019, 0.0102225182769
78, 0.0106465009543, 0.0102213476529
79, 0.0106462174848, 0.0102202861285
80, 0.0106459694125, 0.0102193208492
81, 0.0106457475574, 0.0102184423627
82, 0.0106455519345, 0.0102176399915
83, 0.0106453767105, 0.0102169091779
84, 0.0106452182229, 0.0102162401017
85, 0.0106450738674, 0.0102156274456
86, 0.0106449431094, 0.0102150649974
87, 0.0106448220455, 0.0102145454358
88, 0.0106447105133, 0.0102140709771
89, 0.0106446069999, 0.0102136330243
90, 0.010644509243, 0.0102132283314
91, 0.0106444161635, 0.010212853633
92, 0.0106443286209, 0.0102125074527
93, 0.0106442439462, 0.0102121857061
94, 0.010644163914, 0.0102118878658
95, 0.0106440857126, 0.0102116106643
96, 0.0106440101241, 0.0102113532502
97, 0.0106439372522, 0.0102111096372
98, 0.0106438653006, 0.0102108841837
99, 0.0106437941297, 0.0102106733706
100, 0.0106437257874, 0.0102104761444
101, 0.0106436573924, 0.0102102895662
102, 0.0106435898894, 0.0102101147819
103, 0.0106435237337, 0.0102099491362
104, 0.0106434575118, 0.0102097938255
105, 0.0106433925202, 0.0102096459547
106, 0.010643326647, 0.0102095045408
107, 0.0106432630125, 0.0102093718673
108, 0.0106431984481, 0.0102092451096
109, 0.0106431344828, 0.0102091251058
110, 0.0106430718137, 0.0102090089095
111, 0.0106430075444, 0.0102088989515
112, 0.0106429443282, 0.010208794031
113, 0.0106428802062, 0.0102086923712
114, 0.0106428173993, 0.0102085943899
115, 0.0106427536741, 0.0102085007903
116, 0.0106426916119, 0.0102084089125
117, 0.0106426281637, 0.0102083206017
118, 0.0106425660076, 0.0102082358568
119, 0.0106425029558, 0.0102081528023
120, 0.0106424406002, 0.0102080720527
121, 0.0106423771067, 0.0102079942024
122, 0.0106423145744, 0.0102079169838
123, 0.010642253183, 0.0102078433264
124, 0.0106421899724, 0.0102077681805
125, 0.0106421271447, 0.0102076975275
126, 0.0106420644241, 0.0102076281472
127, 0.0106420022038, 0.0102075589567
128, 0.0106419395251, 0.0102074906501
129, 0.0106418774262, 0.0102074242557
130, 0.0106418143951, 0.0102073593363
131, 0.010641752303, 0.0102072926772
132, 0.0106416892994, 0.0102072304945
133, 0.0106416271714, 0.0102071670764
134, 0.0106415648376, 0.0102071041594
135, 0.0106415021892, 0.0102070420561
136, 0.0106414392889, 0.010206980514
137, 0.0106413777291, 0.0102069189393
138, 0.0106413151873, 0.0102068610353
139, 0.0106412525104, 0.0102068006672
140, 0.0106411889968, 0.0102067419519
141, 0.0106411274707, 0.0102066828274
142, 0.0106410647714, 0.0102066229713
143, 0.0106410031052, 0.010206565544
144, 0.0106409403589, 0.0102065085266
145, 0.0106408777286, 0.0102064499462
146, 0.0106408160472, 0.0102063935539
147, 0.010640752874, 0.0102063381617
148, 0.0106406903333, 0.0102062792772
149, 0.0106406283848, 0.0102062226996
150, 0.0106405661429, 0.0102061661389
151, 0.0106405034971, 0.0102061102603
152, 0.0106404409467, 0.0102060540836
153, 0.0106403788828, 0.0102059964027
154, 0.010640316252, 0.0102059418377
155, 0.0106402545747, 0.0102058864003
156, 0.0106401916629, 0.0102058311791
157, 0.0106401290983, 0.010205774923
158, 0.0106400670193, 0.0102057195939
159, 0.0106400043146, 0.0102056647343
160, 0.0106399424348, 0.0102056093689
161, 0.0106398794611, 0.0102055547244
162, 0.0106398177779, 0.0102054994496
163, 0.0106397552547, 0.0102054429263
164, 0.0106396927127, 0.0102053878055
165, 0.0106396302298, 0.0102053341841
166, 0.0106395679628, 0.0102052800346
167, 0.0106395061369, 0.0102052245517
168, 0.0106394430803, 0.0102051699617
169, 0.0106393814907, 0.0102051148172
170, 0.0106393187403, 0.01020505988
171, 0.0106392560912, 0.0102050066618
172, 0.0106391940676, 0.010204950921
173, 0.0106391322853, 0.010204896875
174, 0.010639069603, 0.0102048413156
175, 0.010639006959, 0.0102047858311
176, 0.0106389448149, 0.0102047330472
177, 0.0106388819601, 0.0102046779177
178, 0.010638819842, 0.0102046222069
179, 0.0106387571799, 0.0102045694134
180, 0.0106386950592, 0.0102045149936
181, 0.0106386327968, 0.0102044600243
182, 0.0106385702775, 0.0102044043252
183, 0.0106385082632, 0.0102043527311
184, 0.0106384457338, 0.0102042964937
185, 0.0106383836042, 0.0102042427904
186, 0.0106383221068, 0.0102041887454
187, 0.0106382590506, 0.0102041340128
188, 0.010638196809, 0.010204080508
189, 0.0106381348742, 0.0102040244099
190, 0.0106380721135, 0.0102039714993
191, 0.0106380105796, 0.0102039177628
192, 0.0106379479072, 0.0102038623345
193, 0.0106378855786, 0.0102038092673
194, 0.0106378229388, 0.0102037551933
195, 0.0106377609892, 0.0102037002893
196, 0.0106376985506, 0.0102036453131
197, 0.0106376363719, 0.010203590491
198, 0.0106375744611, 0.0102035375705
199, 0.0106375110571, 0.0102034828361
200, 0.0106374494042, 0.0102034279395
201, 0.0106373876882, 0.0102033732342
202, 0.010637324428, 0.0102033207535
203, 0.0106372626426, 0.0102032650808
204, 0.0106372009158, 0.01020321124
205, 0.0106371384093, 0.0102031568368
206, 0.0106370762116, 0.0102031036998
207, 0.0106370145156, 0.010203048938
208, 0.0106369514201, 0.0102029946745
209, 0.0106368895858, 0.010202939011
210, 0.0106368280252, 0.0102028860446
211, 0.0106367650083, 0.0102028332558
212, 0.0106367027229, 0.0102027768801
213, 0.0106366401891, 0.0102027242739
214, 0.0106365778589, 0.0102026680011
215, 0.0106365164056, 0.0102026148491
216, 0.0106364539805, 0.0102025590303
217, 0.0106363913991, 0.0102025062526
218, 0.0106363292238, 0.0102024519227
219, 0.0106362668593, 0.0102023982265
220, 0.0106362053184, 0.0102023422067
221, 0.0106361424468, 0.0102022894213
222, 0.0106360807592, 0.0102022343819
223, 0.0106360178032, 0.010202181249
224, 0.0106359562868, 0.0102021265181
225, 0.0106358938349, 0.0102020726971
226, 0.0106358317763, 0.0102020181246
227, 0.0106357694853, 0.0102019635938
228, 0.0106357071246, 0.0102019097997
229, 0.0106356450644, 0.010201856704
230, 0.0106355832879, 0.0102018021745
231, 0.0106355208641, 0.0102017477805
232, 0.0106354589136, 0.0102016919814
233, 0.0106353960694, 0.0102016397607
234, 0.0106353351327, 0.0102015857021
235, 0.0106352717172, 0.0102015307584
236, 0.010635209448, 0.0102014766502
237, 0.0106351481381, 0.0102014236254
238, 0.0106350861761, 0.0102013696705
239, 0.0106350234492, 0.0102013153264
240, 0.0106349603236, 0.0102012612462
241, 0.0106348991838, 0.0102012058822
242, 0.0106348365082, 0.0102011524156
243, 0.0106347741397, 0.0102010993924
244, 0.0106347122131, 0.0102010441517
245, 0.0106346504701, 0.0102009900934
246, 0.0106345884951, 0.010200936201
247, 0.0106345261261, 0.0102008834707
248, 0.0106344643886, 0.0102008270269
249, 0.0106344020967, 0.0102007730025
250, 0.0106343402512, 0.0102007203808
251, 0.0106342770116, 0.010200665799
252, 0.0106342158727, 0.0102006121792
253, 0.0106341533555, 0.0102005566862
254, 0.0106340917261, 0.0102005036195
255, 0.010634028879, 0.0102004473733
256, 0.0106339665269, 0.0102003946504
257, 0.0106339051994, 0.0102003406061
258, 0.0106338426437, 0.0102002863064
259, 0.0106337803396, 0.0102002324046
260, 0.0106337184573, 0.0102001795292
261, 0.010633656301, 0.0102001243939
262, 0.0106335942824, 0.0102000700366
263, 0.0106335323105, 0.010200015646
264, 0.0106334698477, 0.0101999610878
265, 0.0106334084378, 0.0101999060956
266, 0.0106333461976, 0.0101998540238
267, 0.010633283344, 0.0101997993843
268, 0.0106332215699, 0.0101997470729
269, 0.0106331597474, 0.0101996917967
270, 0.0106330976115, 0.0101996372442
271, 0.0106330350336, 0.0101995834848
272, 0.0106329735685, 0.0101995302366
273, 0.0106329102677, 0.0101994750973
274, 0.0106328493324, 0.0101994209523
275, 0.0106327872818, 0.0101993670069
276, 0.010632724915, 0.0101993125872
277, 0.0106326629775, 0.010199259018
278, 0.0106326013705, 0.0101992051131
279, 0.0106325380544, 0.0101991508779
280, 0.0106324767378, 0.0101990971599
281, 0.0106324149515, 0.0101990429
282, 0.0106323529232, 0.0101989891357
283, 0.0106322906767, 0.0101989348143
284, 0.0106322278535, 0.010198880409
285, 0.0106321665148, 0.0101988268126
286, 0.0106321039734, 0.0101987719482
287, 0.0106320422731, 0.0101987180424
288, 0.0106319800167, 0.0101986633786
289, 0.010631918231, 0.0101986110449
290, 0.0106318563397, 0.010198556921
291, 0.0106317938197, 0.0101985010417
292, 0.0106317325933, 0.0101984485658
293, 0.0106316701769, 0.0101983940896
294, 0.0106316072461, 0.0101983389245
295, 0.0106315462855, 0.0101982862067
296, 0.0106314841885, 0.0101982314769
297, 0.0106314222069, 0.0101981776316
298, 0.0106313609664, 0.0101981236349
299, 0.0106312981434, 0.010198070136
300, 0.0106312362255, 0.0101980161682
301, 0.0106311735647, 0.0101979610495
302, 0.0106311122076, 0.0101979078037
303, 0.0106310498955, 0.0101978541506
304, 0.010630988302, 0.0101978002073
305, 0.0106309261717, 0.0101977455982
306, 0.0106308635189, 0.0101976925778
307, 0.0106308021415, 0.0101976384186
308, 0.0106307397845, 0.0101975846502
309, 0.010630677804, 0.01019752994
310, 0.0106306163423, 0.0101974756055
311, 0.0106305543036, 0.0101974226752
312, 0.0106304919662, 0.0101973696889
313, 0.0106304300115, 0.0101973144675
314, 0.010630368525, 0.0101972587292
315, 0.0106303055497, 0.0101972064169
316, 0.0106302443981, 0.0101971508351
317, 0.0106301827486, 0.0101970989179
318, 0.0106301205251, 0.0101970431402
319, 0.0106300580099, 0.0101969892986
320, 0.0106299957362, 0.0101969371637
321, 0.010629934501, 0.0101968827065
322, 0.0106298721328, 0.0101968288294
323, 0.0106298102002, 0.0101967749769
324, 0.010629748341, 0.0101967207917
325, 0.0106296861472, 0.0101966659215
326, 0.0106296241107, 0.0101966134527
