iteration,train_error,test_error
0, 2495.34565971, 2495.83545506
1, 1551.84833688, 1552.35362872
2, 92.1349011603, 92.2942164876
3, 23.5723516561, 23.5658320707
4, 16.0349087938, 15.9894077619
5, 28.4425204264, 28.3875430397
6, 29.8184942156, 29.7680288892
7, 21.7324837236, 21.692764533
8, 11.2945246567, 11.273220809
9, 5.10255776488, 5.08364558871
10, 2.88356447213, 2.86790500749
11, 2.11199261922, 2.09502830343
12, 0.76190416927, 0.753444314486
13, 0.153983939713, 0.15104765857
14, 0.104608581234, 0.105174031595
15, 0.0126695507474, 0.0136570376722
16, 0.00501275066919, 0.00592911571276
17, 0.00688077447716, 0.00801108013287
18, 0.012015126128, 0.0134592098982
19, 0.0184523671993, 0.0201748303572
20, 0.0227246573974, 0.0246015658659
21, 0.0220583164542, 0.0239165173748
22, 0.0167937150764, 0.0184612960658
23, 0.00989704485948, 0.0112422452731
24, 0.00462468964144, 0.00557498510883
25, 0.00269522935486, 0.00324033924557
26, 0.00386157434982, 0.0040454632399
27, 0.00656362556811, 0.00647036013203
28, 0.00897086198075, 0.00870838105116
29, 0.00983258595911, 0.00951716985196
30, 0.00886532147718, 0.00860822566127
31, 0.00667633552095, 0.0065723651826
32, 0.00435263911111, 0.00447068574861
33, 0.00290506555477, 0.00328101596167
34, 0.0027944815185, 0.00342755709314
35, 0.00375688362312, 0.00461081372816
36, 0.00501733218987, 0.00602676076655
37, 0.00576390353602, 0.00684563636822
38, 0.00559383112979, 0.00666048194279
39, 0.0046740343341, 0.00564782698736
40, 0.00355808867863, 0.00438197947006
41, 0.00281501702767, 0.00345965493901
42, 0.00271424004943, 0.00317968273226
43, 0.00313479692801, 0.0034474438664
44, 0.00370439606455, 0.00391039547294
45, 0.00404453420077, 0.0042012099158
46, 0.00397106698945, 0.00413783344808
47, 0.00355749905897, 0.00378732944319
48, 0.0030543039909, 0.00338672556999
49, 0.00272610995845, 0.00318213295141
50, 0.00270182517903, 0.0032818372368
51, 0.00291877202242, 0.00360353749352
52, 0.00318498059695, 0.00393984537092
53, 0.00331144764588, 0.0040929826118
54, 0.00322579332752, 0.00398979894771
55, 0.00299812461469, 0.00370711501879
56, 0.0027747349386, 0.00340379587295
57, 0.00267526289466, 0.00321517176113
58, 0.00272393349984, 0.00318126233896
59, 0.00285157040654, 0.00324612646104
60, 0.00295430069944, 0.00331459892066
61, 0.00296283428347, 0.00332060051601
62, 0.00287885825924, 0.00326355256034
63, 0.00276222924121, 0.00319623360257
64, 0.00268433966724, 0.00317969008323
65, 0.00268107060884, 0.00323808537309
66, 0.00273511600202, 0.00334312027598
67, 0.00279522662567, 0.00343524517081
