iteration,train_error,test_error
0, 1893.23669595, 1893.50575045
1, 928.662733883, 929.639758801
2, 121.34033462, 121.766749348
3, 5.02585800709, 5.07092493615
4, 3.62637080268, 3.60176912558
5, 12.5957249957, 12.5602297211
6, 21.967582256, 21.9281634049
7, 24.8851911689, 24.842313516
8, 27.1853809679, 27.1514481859
9, 28.0559534828, 28.0291715907
10, 25.0225518502, 25.0008598902
11, 20.8899160783, 20.8626994371
12, 15.9333457247, 15.9101759436
13, 10.6238241508, 10.6059050353
14, 5.69966239514, 5.68752458347
15, 1.92109441527, 1.91391948902
16, 0.157663526666, 0.155339890824
17, 0.195115011032, 0.197664036673
18, 1.27994121307, 1.28678284593
19, 2.83895295764, 2.84923605137
20, 4.36872749729, 4.3815208565
21, 5.4700545931, 5.48438715048
22, 5.91303213396, 5.92794057996
23, 5.65636584361, 5.67094731196
24, 4.82017526703, 4.83362885827
25, 3.62992729176, 3.64158848403
26, 2.35052825305, 2.35989080069
27, 1.2252466595, 1.23197462201
28, 0.429218464525, 0.433151423183
29, 0.0432030594205, 0.0443527523743
30, 0.0497906285233, 0.0483294010757
31, 0.350629694463, 0.346871211672
32, 0.799326193501, 0.793697709333
33, 1.24131667242, 1.23432594181
34, 1.55060304908, 1.54280107475
35, 1.65473292627, 1.6466763346
36, 1.54341413497, 1.53562970665
37, 1.26103773402, 1.2539919172
38, 0.887394120811, 0.881468138862
39, 0.512961328835, 0.508433475279
40, 0.215369933308, 0.212405243275
41, 0.0423436894829, 0.0409917457573
42, 0.00429422354205, 0.00449334875867
43, 0.0771343341614, 0.0787234816832
44, 0.213389846257, 0.21612614521
45, 0.357790659186, 0.36137201569
46, 0.462730643741, 0.466820692108
47, 0.499517477227, 0.503771812768
48, 0.462972839043, 0.467064048234
49, 0.369072208817, 0.372711653814
50, 0.247270075213, 0.250225754104
51, 0.130346727437, 0.132455806582
52, 0.0448782667893, 0.0460535794697
53, 0.00483144145381, 0.00506242267057
54, 0.00959759905139, 0.00894525659694
55, 0.0463984140345, 0.0449855549617
56, 0.0957831512906, 0.0937803140504
57, 0.138220608474, 0.135829463107
58, 0.159731440211, 0.15716676144
59, 0.155053346548, 0.152525409331
60, 0.127769844542, 0.125467887816
61, 0.0878066927711, 0.0858860817349
62, 0.0474314179655, 0.0460034765891
63, 0.0171691806824, 0.0162959328784
64, 0.00287666269122, 0.00256954103252
65, 0.00468990637166, 0.00491281616449
66, 0.017890188237, 0.0185662078755
67, 0.0351396061599, 0.0361605669741
68, 0.0491875788541, 0.0504256385405
69, 0.0551293307814, 0.0564493344575
70, 0.0515680673253, 0.0528395438063
71, 0.0404774225011, 0.0415854473158
72, 0.0260056126963, 0.0268594585055
73, 0.0127664994149, 0.0133055141675
74, 0.00425183646067, 0.00444833988824
75, 0.00186386462521, 0.00172292117522
76, 0.00479084846329, 0.00434712870976
77, 0.0106377325829, 0.00995004742123
78, 0.0164857492195, 0.0156297552308
79, 0.0199588091364, 0.0190188135368
80, 0.0199349859083, 0.0189955496297
81, 0.0167171108425, 0.0158552291773
82, 0.0116872895344, 0.0109659887943
83, 0.00664574106559, 0.00610931660016
84, 0.00311205750597, 0.00278353986986
85, 0.00183824716071, 0.00171896081256
86, 0.00267076359763, 0.0027420603085
87, 0.00475502479468, 0.0049816742128
88, 0.00695574379206, 0.00729073151196
89, 0.00830924140487, 0.00869928900683
90, 0.00833978547133, 0.00873100034281
91, 0.00714803452097, 0.00749126632043
92, 0.00527540610196, 0.00553060928329
93, 0.00342984230473, 0.00356930662878
94, 0.00219583299651, 0.00220584361301
95, 0.00183805231256, 0.00171909188544
96, 0.0022563758784, 0.00202187069027
97, 0.00308470142993, 0.00275855689126
98, 0.00387330155719, 0.00348658601812
99, 0.00427251939481, 0.00385967775429
100, 0.00414784115439, 0.00374291557399
101, 0.00359405243487, 0.0032271599767
102, 0.00285889434824, 0.00255348045342
103, 0.00222091992493, 0.00199187166014
104, 0.00187573624885, 0.00172857731967
105, 0.00187363006483, 0.00180473436053
106, 0.00212458273434, 0.00212237052688
107, 0.00245755968988, 0.00250438803278
108, 0.00270178029777, 0.00277635994052
109, 0.0027542678012, 0.00283427172393
110, 0.00260900921271, 0.00267357286074
111, 0.00234241014023, 0.00237423886666
112, 0.00206803385196, 0.00205500337048
113, 0.00188411337147, 0.00182010035626
114, 0.00183605965296, 0.00172114387623
115, 0.0019069657571, 0.00174685583076
116, 0.00203525250182, 0.00184015209132
117, 0.00214763411884, 0.00193072302505
118, 0.00219140648495, 0.00196709426802
119, 0.00215266653643, 0.00193487790007
120, 0.00205526380857, 0.00185589782548
121, 0.00194413472359, 0.00177190923838
122, 0.00186269264248, 0.0017224150527
123, 0.00183462299629, 0.00172699649167
124, 0.00185724668384, 0.00177914452335
125, 0.00190720306493, 0.00185237135515
126, 0.00195402143555, 0.00191407510343
127, 0.00197441990813, 0.001940023952
128, 0.00196105086951, 0.00192307003816
129, 0.00192285713041, 0.00187342825056
130, 0.00187827553114, 0.00181161576422
131, 0.00184553429709, 0.00175843998997
132, 0.00183463035036, 0.00172663582877
133, 0.00184437494619, 0.00171754931895
134, 0.00186485216805, 0.00172333869859
135, 0.0018833394409, 0.00173266323679
136, 0.00189044078976, 0.00173672601618
137, 0.00188368458985, 0.00173285591496
138, 0.00186740663863, 0.00172448689177
139, 0.00184957922172, 0.00171814929004
140, 0.00183755808916, 0.00171945210211
141, 0.00183482529992, 0.00173007525975
142, 0.00184011422612, 0.00174708206506
143, 0.00184878293054, 0.00176452944516
144, 0.00185554912911, 0.00177631298739
145, 0.00185702639971, 0.00177876998433
146, 0.0018529417668, 0.00177188540897
147, 0.00184570552109, 0.00175876769016
148, 0.00183881502555, 0.00174395074838
149, 0.00183501980545, 0.0017313839107
150, 0.00183516495232, 0.00172310877403
151, 0.00183811908892, 0.00171904130967
152, 0.00184167068491, 0.00171773781969
153, 0.00184374801082, 0.00171755184139
154, 0.0018433800904, 0.00171756674452
155, 0.00184096621007, 0.00171787516429
156, 0.00183783435941, 0.00171923968399
157, 0.00183543633064, 0.00172234913734
158, 0.00183462648489, 0.00172724787707
159, 0.00183535222679, 0.00173311354396
160, 0.00183684672501, 0.00173854430332
161, 0.00183811492192, 0.00174214270615
162, 0.00183846660162, 0.00174306448595
163, 0.00183779641247, 0.00174128585355
