iteration,train_error,test_error
0, 1764.7558552, 1764.95699564
1, 1106.40246188, 1106.74328524
2, 168.09371012, 168.128850637
3, 15.7459512285, 15.7610866684
4, 0.00568767916393, 0.00522235138409
5, 4.39611921272, 4.3865375302
6, 8.89211924389, 8.87773682118
7, 11.9414017908, 11.9245989635
8, 14.1886697741, 14.170648991
9, 15.438118893, 15.4193821286
10, 15.4942892923, 15.4752477623
11, 14.5269202235, 14.5081347117
12, 12.7950570882, 12.7772527584
13, 10.8224421387, 10.8057087478
14, 9.30605184383, 9.2904257058
15, 8.23099796814, 8.21648345461
16, 7.24241489317, 7.22890402862
17, 6.21198278714, 6.19950606565
18, 5.15036273958, 5.13901108557
19, 4.10370924734, 4.09357557663
20, 3.12034143568, 3.11149960376
21, 2.24093642395, 2.23343534327
22, 1.495247387, 1.48910991954
23, 0.901079375294, 0.896302966024
24, 0.464426036359, 0.460983451848
25, 0.180424515977, 0.178265702894
26, 0.0349510834671, 0.0340050929888
27, 0.00670014849364, 0.0068775271459
28, 0.0695741830272, 0.0707696279062
29, 0.19518955908, 0.197284748929
30, 0.355298304296, 0.35816525898
31, 0.523934937486, 0.527438990504
32, 0.679131190837, 0.683134609578
33, 0.804093344469, 0.808458228031
34, 0.887795146516, 0.892386422312
35, 0.925004917827, 0.929693428395
36, 0.915816821422, 0.920481457406
37, 0.864793260005, 0.869323318125
38, 0.779848480129, 0.784145519779
39, 0.671004411049, 0.674983079836
40, 0.549149309531, 0.552739098525
41, 0.424903200365, 0.428048353872
42, 0.307672095282, 0.310332130773
43, 0.204950608894, 0.207100419033
44, 0.121898114321, 0.123526998979
45, 0.0611894861781, 0.0623006995158
46, 0.0231194730672, 0.0237291370146
47, 0.00591619987878, 0.00605184257439
48, 0.00620888563627, 0.00590808374955
49, 0.0195849642009, 0.0188935886217
50, 0.04117112023, 0.0401415677026
51, 0.0661783766854, 0.0648677609846
52, 0.0903610846321, 0.0888293786186
53, 0.110355553696, 0.108663658069
54, 0.123879957191, 0.122088168834
55, 0.129793717991, 0.127960058155
56, 0.128029679679, 0.126208429291
57, 0.119424978713, 0.117665473332
58, 0.105481819264, 0.103827481695
59, 0.0880933118743, 0.0865808590888
60, 0.0692705953386, 0.0679295870732
61, 0.0508983824079, 0.0497507272868
62, 0.0345418137205, 0.0336019621788
63, 0.0213191566356, 0.0205940997574
64, 0.0118437964438, 0.0113334880533
65, 0.00623224505832, 0.0059301819701
66, 0.00416743122127, 0.00406130705176
67, 0.00500213797692, 0.00507469421953
